"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-13","2023","11","13","","6.0","","0.1","","3.1","","14.9","","0.0","","","","","","5.7","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-14","2023","11","14","","4.6","","-1.4","","1.6","","16.4","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-15","2023","11","15","","3.7","","-1.3","","1.2","","16.8","","0.0","","","","","","1.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-16","2023","11","16","","3.1","","-3.6","","-0.3","","18.3","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-17","2023","11","17","","4.9","","-2.6","","1.2","","16.8","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-18","2023","11","18","","6.0","","-2.4","","1.8","","16.2","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-19","2023","11","19","","6.7","","-0.8","","2.9","","15.1","","0.0","","","","","","2.8","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-20","2023","11","20","","4.2","","-2.4","","0.9","","17.1","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-21","2023","11","21","","8.3","","-2.9","","2.7","","15.3","","0.0","","","","","","5.3","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-22","2023","11","22","","6.2","","-1.9","","2.1","","15.9","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-23","2023","11","23","","4.2","","-4.2","","0.0","","18.0","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-24","2023","11","24","","3.0","","-5.0","","-1.0","","19.0","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-25","2023","11","25","","5.1","","-4.2","","0.5","","17.5","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-26","2023","11","26","","3.0","","-4.7","","-0.8","","18.8","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-27","2023","11","27","","3.2","","-4.4","","-0.6","","18.6","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-28","2023","11","28","","-0.2","","-6.1","","-3.1","","21.1","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-29","2023","11","29","","-0.5","","-6.8","","-3.7","","21.7","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-30","2023","11","30","","-1.5","","-7.7","","-4.6","","22.6","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-01","2023","12","01","","0.8","","-3.8","","-1.5","","19.5","","0.0","","","","","","1.9","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-02","2023","12","02","","4.7","","-0.4","","2.2","","15.8","","0.0","","","","","","8.2","","9","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-03","2023","12","03","","2.6","","-0.2","","1.2","","16.8","","0.0","","","","","","5.2","","10","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-04","2023","12","04","","2.2","","0.1","","1.2","","16.8","","0.0","","","","","","34.1","","8","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-05","2023","12","05","","6.4","","0.3","","3.3","","14.7","","0.0","","","","","","13.6","","10","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-06","2023","12","06","","4.4","","0.9","","2.7","","15.3","","0.0","","","","","","5.0","","8","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-07","2023","12","07","","2.0","","-0.8","","0.6","","17.4","","0.0","","","","","","0.0","","6","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-08","2023","12","08","","2.3","","-3.6","","-0.6","","18.6","","0.0","","","","","","0.1","","6","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-09","2023","12","09","","-1.0","","-3.6","","-2.3","","20.3","","0.0","","","","","","13.7","","6","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-10","2023","12","10","","1.5","","-1.2","","0.1","","17.9","","0.0","","","","","","7.3","","22","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-11","2023","12","11","","2.3","","-0.5","","0.9","","17.1","","0.0","","","","","","0.0","","19","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-12","2023","12","12","","1.2","","-2.6","","-0.7","","18.7","","0.0","","","","","","0.0","","18","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-13","2023","12","13","","1.0","","-3.8","","-1.4","","19.4","","0.0","","","","","","0.1","","18","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-14","2023","12","14","","1.9","","0.1","","1.0","","17.0","","0.0","","","","","","4.6","","17","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-15","2023","12","15","","1.6","","-0.5","","0.6","","17.4","","0.0","","","","","","2.7","","17","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-16","2023","12","16","","4.3","","-0.5","","1.9","","16.1","","0.0","","","","","","0.5","","18","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-17","2023","12","17","","4.0","","0.3","","2.1","","15.9","","0.0","","","","","","7.4","","17","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-18","2023","12","18","","3.8","","1.5","","2.7","","15.3","","0.0","","","","","","5.6","","15","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-19","2023","12","19","","4.0","","1.6","","2.8","","15.2","","0.0","","","","","","4.6","","12","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-20","2023","12","20","","6.7","","2.5","","4.6","","13.4","","0.0","","","","","","4.3","","10","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-21","2023","12","21","","6.3","","4.8","","5.5","","12.5","","0.0","","","","","","3.3","","7","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-22","2023","12","22","","5.6","","-1.5","","2.1","","15.9","","0.0","","","","","","10.5","","0","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-23","2023","12","23","","2.1","","-4.8","","-1.3","","19.3","","0.0","","","","","","0.2","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-24","2023","12","24","","-0.4","","-4.8","","-2.6","","20.6","","0.0","","","","","","0.2","","0","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-25","2023","12","25","","0.4","","-2.6","","-1.1","","19.1","","0.0","","","","","","19.3","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-26","2023","12","26","","6.0","","-0.6","","2.7","","15.3","","0.0","","","","","","11.2","","2","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-27","2023","12","27","","2.1","","-0.7","","0.7","","17.3","","0.0","","","","","","4.6","","2","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-28","2023","12","28","","5.6","","1.3","","3.4","","14.6","","0.0","","","","","","8.3","","2","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-29","2023","12","29","","5.5","","1.8","","3.7","","14.3","","0.0","","","","","","0.2","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-30","2023","12","30","","6.1","","2.7","","4.4","","13.6","","0.0","","","","","","12.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-12-31","2023","12","31","","6.5","","2.4","","4.4","","13.6","","0.0","","","","","","2.2","","","","","M","","M"
